Document name;L0;L1;L2;Department;Subcategory;Target name; Target L0; Target L1; Target L2;Document type;Target type
PRO-38057;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;PRO;PRO-78435;Research and Development (R&D);Project Documentation;Research Proposals;PRO;PRO
PRO-55530;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;STND-96886;Research and Development (R&D);Project Documentation;Research Proposals;PRO;STND
PRO-78747;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;STND-46753;Research and Development (R&D);Project Documentation;Research Proposals;PRO;STND
PRO-88678;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;PRO-25876;Research and Development (R&D);Project Documentation;Research Proposals;PRO;PRO
PRO-88678;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;STND-09421;Research and Development (R&D);Project Documentation;Research Proposals;PRO;STND
PRO-94111;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;PRO;RD-42691;Research and Development (R&D);Project Documentation;Research Proposals;PRO;RD
RD-46285;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;RD;STND-91452;Research and Development (R&D);Project Documentation;Research Proposals;RD;STND
RD-49360;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RD;RD-37178;Research and Development (R&D);Project Documentation;Research Proposals;RD;RD
RD-49360;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RD;RD-42691;Research and Development (R&D);Project Documentation;Research Proposals;RD;RD
RUL-01722;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RUL;STND-07499;Research and Development (R&D);Project Documentation;Research Proposals;RUL;STND
RUL-41393;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RUL;RD-82521;Research and Development (R&D);Project Documentation;Research Proposals;RUL;RD
RUL-46298;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RUL;STND-22216;Research and Development (R&D);Project Documentation;Research Proposals;RUL;STND
RUL-53510;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RUL;RD-66159;Research and Development (R&D);Project Documentation;Research Proposals;RUL;RD
RUL-68424;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RUL;STND-96886;Research and Development (R&D);Project Documentation;Research Proposals;RUL;STND
RUL-94559;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RUL;PRO-55630;Research and Development (R&D);Project Documentation;Research Proposals;RUL;PRO
PRO-28906;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;PRO;PRO-10659;Quality Control (QC);Testing Procedures;Stability Testing Protocols;PRO;PRO
PRO-28906;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;PRO;PRO-67957;Quality Control (QC);Testing Procedures;Stability Testing Protocols;PRO;PRO
PRO-38030;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;PRO;PRO-00008;Quality Control (QC);Testing Procedures;Stability Testing Protocols;PRO;PRO
PRO-80032;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;PRO-29126;Quality Control (QC);Testing Procedures;Stability Testing Protocols;PRO;PRO
PRO-80032;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;PRO-76240;Quality Control (QC);Testing Procedures;Stability Testing Protocols;PRO;PRO
PRO-82850;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;PRO-52647;Quality Control (QC);Testing Procedures;Stability Testing Protocols;PRO;PRO
PRO-94111;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;PRO;PRO-39562;Quality Control (QC);Testing Procedures;Stability Testing Protocols;PRO;PRO
RD-46285;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;RD;PRO-59529;Quality Control (QC);Testing Procedures;Stability Testing Protocols;RD;PRO
RUL-41393;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RUL;PRO-76240;Quality Control (QC);Testing Procedures;Stability Testing Protocols;RUL;PRO
RUL-46298;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RUL;PRO-37954;Quality Control (QC);Testing Procedures;Stability Testing Protocols;RUL;PRO
RUL-46298;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RUL;PRO-64305;Quality Control (QC);Testing Procedures;Stability Testing Protocols;RUL;PRO
RUL-48730;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;RUL;PRO-97679;Quality Control (QC);Testing Procedures;Stability Testing Protocols;RUL;PRO
RUL-68424;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RUL;PRO-37954;Quality Control (QC);Testing Procedures;Stability Testing Protocols;RUL;PRO
PRO-21843;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;PRO;RUL-29957;Research and Development (R&D);Clinical Trials;Study Design;PRO;RUL
PRO-38030;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;PRO;PRO-55749;Research and Development (R&D);Clinical Trials;Study Design;PRO;PRO
PRO-45391;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;PRO-94806;Research and Development (R&D);Clinical Trials;Study Design;PRO;PRO
PRO-85553;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;PRO-07863;Research and Development (R&D);Clinical Trials;Study Design;PRO;PRO
PRO-85553;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;PRO-19843;Research and Development (R&D);Clinical Trials;Study Design;PRO;PRO
PRO-94324;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;PRO;RUL-29957;Research and Development (R&D);Clinical Trials;Study Design;PRO;RUL
RD-01497;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RD;RUL-29674;Research and Development (R&D);Clinical Trials;Study Design;RD;RUL
RD-01497;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RD;RUL-58092;Research and Development (R&D);Clinical Trials;Study Design;RD;RUL
RD-05543;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;RD;PRO-26255;Research and Development (R&D);Clinical Trials;Study Design;RD;PRO
RD-71198;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RD;RUL-02718;Research and Development (R&D);Clinical Trials;Study Design;RD;RUL
RUL-46298;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RUL;RUL-26411;Research and Development (R&D);Clinical Trials;Study Design;RUL;RUL
RUL-68424;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RUL;RUL-82924;Research and Development (R&D);Clinical Trials;Study Design;RUL;RUL
PRO-55530;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;PRO-84754;Research and Development (R&D);Project Documentation;Study Protocols;PRO;PRO
PRO-66197;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;PRO-26083;Research and Development (R&D);Project Documentation;Study Protocols;PRO;PRO
PRO-85553;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;PRO-28048;Research and Development (R&D);Project Documentation;Study Protocols;PRO;PRO
PRO-88678;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;RD-01657;Research and Development (R&D);Project Documentation;Study Protocols;PRO;RD
RUL-67910;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;RUL;PRO-30301;Research and Development (R&D);Project Documentation;Study Protocols;RUL;PRO
PRO-09903;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;PRO-46282;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;PRO
PRO-14544;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;RUL-65144;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;RUL
PRO-33362;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;PRO;PRO-09748;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;PRO
PRO-33362;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;PRO;PRO-93271;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;PRO
PRO-38057;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;PRO;PRO-21099;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;PRO
PRO-38057;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;PRO;PRO-47225;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;PRO
PRO-55530;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;PRO-61453;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;PRO
PRO-55530;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;PRO-74533;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;PRO
PRO-58191;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;RUL-10173;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;RUL
PRO-63880;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;PRO;RUL-10173;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;RUL
RD-03085;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;RD;PRO-01537;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;RD;PRO
RD-03085;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;RD;PRO-42704;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;RD;PRO
RD-05079;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;RD;RUL-77550;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;RD;RUL
RD-07037;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;RD;PRO-42704;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;RD;PRO
RD-82590;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RD;PRO-13697;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;RD;PRO
RUL-26879;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;RUL;RUL-65816;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;RUL;RUL
RUL-46298;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RUL;PRO-56732;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;RUL;PRO
RUL-48730;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;RUL;PRO-22292;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;RUL;PRO
PRO-07953;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;PRO;INS-21681;Health, Safety, and Environment (HSE);Safety Protocols;Workplace Safety Guidelines;PRO;INS
PRO-18817;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;STND-39089;Health, Safety, and Environment (HSE);Safety Protocols;Workplace Safety Guidelines;PRO;STND
PRO-33362;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;PRO;STND-79631;Health, Safety, and Environment (HSE);Safety Protocols;Workplace Safety Guidelines;PRO;STND
PRO-58191;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;STND-43979;Health, Safety, and Environment (HSE);Safety Protocols;Workplace Safety Guidelines;PRO;STND
PRO-78747;Research and Development (R&D);Laboratory Records;Lab Notebooks;OPS;PRO;INS-24641;Health, Safety, and Environment (HSE);Safety Protocols;Workplace Safety Guidelines;PRO;INS
PRO-94324;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;PRO;STND-43979;Health, Safety, and Environment (HSE);Safety Protocols;Workplace Safety Guidelines;PRO;STND
RD-49360;Research and Development (R&D);Laboratory Records;Lab Notebooks;R&D;RD;STND-90397;Health, Safety, and Environment (HSE);Safety Protocols;Workplace Safety Guidelines;RD;STND
INS-43047;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;INS;PRO-17747;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;INS;PRO
INS-43047;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;INS;RD-73330;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;INS;RD
PRO-04496;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;PRO;PRO-38255;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;PRO
PRO-13471;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;PRO;RD-79186;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;RD
PRO-13954;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;PRO;INS-76145;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;INS
PRO-13954;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;PRO;PRO-25315;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;PRO
PRO-16971;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;PRO;INS-58607;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;INS
PRO-16971;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;PRO;RD-42445;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;RD
PRO-19938;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;PRO;RD-84706;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;RD
PRO-24446;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;PRO;RD-42667;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;RD
PRO-40114;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;PRO;RD-42445;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;RD
PRO-40585;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;PRO;INS-98246;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;INS
PRO-40585;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;PRO;PRO-32969;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;PRO
PRO-44360;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;PRO;RD-21461;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;RD
PRO-54686;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;PRO;INS-58607;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;INS
PRO-62311;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;PRO;RD-63280;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;RD
PRO-64286;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;PRO;RD-80669;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;RD
PRO-72535;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;PRO;PRO-69857;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;PRO
PRO-84411;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;PRO;PRO-83276;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;PRO
PRO-97387;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;PRO;RD-94559;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;RD
PRO-99281;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;PRO;RD-55671;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;RD
INS-33315;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;INS;RD-31394;Research and Development (R&D);Clinical Trials;Adverse Event Reports;INS;RD
PRO-04496;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;PRO;PRO-65000;Research and Development (R&D);Clinical Trials;Adverse Event Reports;PRO;PRO
PRO-32228;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;PRO;PRO-56524;Research and Development (R&D);Clinical Trials;Adverse Event Reports;PRO;PRO
PRO-40585;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;PRO;RD-25718;Research and Development (R&D);Clinical Trials;Adverse Event Reports;PRO;RD
PRO-40585;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;PRO;RD-45794;Research and Development (R&D);Clinical Trials;Adverse Event Reports;PRO;RD
PRO-51425;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;PRO;RD-18196;Research and Development (R&D);Clinical Trials;Adverse Event Reports;PRO;RD
PRO-51425;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;PRO;RD-18196;Research and Development (R&D);Clinical Trials;Adverse Event Reports;PRO;RD
