L0;L1;L2;Department;Target L0;Target L1;Target L2;Document type;Target type
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;RUL;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;RUL;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;RUL;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Health, Safety, and Environment (HSE);Incident Reports;Hazard Analysis;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Health, Safety, and Environment (HSE);Incident Reports;Hazard Analysis;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Health, Safety, and Environment (HSE);Incident Reports;Hazard Analysis;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Health, Safety, and Environment (HSE);Incident Reports;Hazard Analysis;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Health, Safety, and Environment (HSE);Incident Reports;Hazard Analysis;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Health, Safety, and Environment (HSE);Incident Reports;Hazard Analysis;RUL;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Regulatory Submissions;Investigational New Drug (IND) Applications;INS;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Regulatory Submissions;Investigational New Drug (IND) Applications;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Regulatory Submissions;Investigational New Drug (IND) Applications;PRO;RD
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Regulatory Submissions;Investigational New Drug (IND) Applications;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Regulatory Submissions;Investigational New Drug (IND) Applications;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Regulatory Submissions;Investigational New Drug (IND) Applications;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Regulatory Submissions;Investigational New Drug (IND) Applications;PRO;RD
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Regulatory Submissions;Investigational New Drug (IND) Applications;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Regulatory Submissions;Investigational New Drug (IND) Applications;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Regulatory Submissions;Investigational New Drug (IND) Applications;RUL;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Laboratory Records;Lab Notebooks;INS;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;RUL
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;RUL
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;RD
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;RD
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;RUL
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;RD
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;RUL
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Laboratory Records;Lab Notebooks;RUL;RD
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Laboratory Records;Lab Notebooks;RUL;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);INS;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);PRO;RUL
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);RUL;RUL
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);RUL;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;INS;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;PRO;RUL
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;PRO;RD
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;PRO;RUL
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;RUL;RD
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;RUL;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;INS;RD
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;INS;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;RD
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;RD
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);R&D;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;RD
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;INS
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;PRO
Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);OPS;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;PRO
